Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
987,6966,473,1118936376500,-26.68,1241.556,6452398.349,1873931.875,16.6,7.6,2,51.31,0.44,2,108.0,201.0,0.0,4.0,4.0,1.0,986,994,182.97,3.57,lankershim
11,921,1242,1163122400,-24.299,238.251,2230509.035,1375772.16,15.0,7.0,2,0.08,0.0,2,120.0,201.0,0.0,2.0,4.0,1.0,0,74,0.0,0.0,peachtree
1364,10466,725,1118936726500,42.353,1440.546,6452479.348,1874120.992,17.0,7.0,2,9.22,-0.2,3,101.0,208.0,0.0,4.0,2.0,1.0,1395,1357,46.39,5.03,lankershim
255,1567,582,1118936856600,52.279,339.893,6452091.359,1873095.789,14.5,6.5,2,0.49,-1.34,0,101.0,203.0,2.0,0.0,2.0,3.0,0,0,0.0,0.0,lankershim
886,6233,1046,1118936303200,27.931,302.859,6452050.749,1873066.332,14.1,6.5,2,21.23,-6.2,2,102.0,208.0,0.0,2.0,2.0,1.0,882,896,333.02,15.69,lankershim
377,2739,1496,1118936973800,38.769,258.681,6452044.847,1873027.953,16.6,6.5,2,9.78,-6.34,3,102.0,208.0,0.0,2.0,2.0,1.0,375,382,37.3,3.81,lankershim
973,6223,1238,1118937322200,39.895,1482.01,6452474.84,1874169.161,14.6,6.9,2,0.0,0.0,2,102.0,208.0,4.0,0.0,2.0,1.0,0,1039,0.0,0.0,lankershim
942,5232,379,1118937223100,38.07,973.929,6452343.847,1873674.757,13.5,7.0,2,40.53,10.52,3,103.0,208.0,0.0,3.0,2.0,1.0,892,900,61.72,1.52,lankershim
1138,7165,1190,1163735100,-4.53,1863.005,2230811.363,1377340.063,14.9,6.7,2,38.09,0.0,1,114.0,201.0,0.0,5.0,4.0,1.0,1131,0,170.07,4.46,peachtree
747,4594,770,1118937159300,18.072,1409.588,6452457.306,1874097.905,13.0,6.5,2,0.26,0.0,1,101.0,208.0,0.0,4.0,2.0,1.0,726,768,28.85,110.97,lankershim
890,4987,1836,1118937198600,-15.106,752.744,6452221.142,1873490.003,12.6,6.5,2,0.22,-4.61,12,108.0,203.0,0.0,3.0,4.0,1.0,886,0,20.23,91.97,lankershim
526,3261,946,1118937026000,-33.689,618.286,6452146.009,1873376.957,18.1,7.2,2,0.0,0.0,2,108.0,201.0,0.0,3.0,4.0,1.0,531,544,23.89,9999.99,lankershim
68,495,452,1118936749400,-25.432,961.802,6452281.345,1873691.255,18.7,7.4,2,34.81,-9.18,3,108.0,201.0,0.0,3.0,4.0,1.0,62,70,46.36,1.33,lankershim
593,4648,1225,1163495100,15.104,1971.074,2230819.86,1377432.741,18.5,7.0,2,12.76,0.0,1,101.0,214.0,0.0,5.0,2.0,1.0,0,597,0.0,0.0,peachtree
652,4849,763,1118936164800,40.214,270.253,6452048.096,1873031.588,15.0,7.0,2,0.0,0.04,3,102.0,207.0,0.0,2.0,2.0,1.0,637,659,30.19,9999.99,lankershim
498,2877,990,1118936987600,-32.472,1029.345,6452309.457,1873758.648,17.1,7.4,2,36.4,0.0,3,108.0,201.0,3.0,0.0,4.0,1.0,496,501,71.51,1.96,lankershim
1442,8344,525,1118937534300,-13.457,1485.744,6452421.377,1874170.651,17.2,7.0,2,44.32,9.67,2,108.0,201.0,4.0,0.0,4.0,1.0,1397,1454,1353.09,30.53,lankershim
1199,6982,1149,1118937398100,36.57,1089.608,6452401.785,1873769.462,12.5,6.3,2,38.33,-15.84,4,101.0,208.0,3.0,0.0,2.0,1.0,1141,0,206.23,5.38,lankershim
574,3468,895,1118937046700,29.384,318.354,6452061.515,1873085.969,12.6,6.5,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,551,575,28.94,9999.99,lankershim
1480,8836,1245,1118937583500,29.73,102.855,6451977.022,1872889.237,15.7,7.0,2,14.64,1.8,3,102.0,208.0,0.0,2.0,2.0,1.0,1477,0,28.18,1.93,lankershim
1027,6443,1504,1163674600,-18.212,902.685,2230642.578,1376423.274,16.5,7.0,2,13.73,10.87,1,114.0,201.0,0.0,3.0,4.0,1.0,1009,1020,51.28,3.73,peachtree
186,1346,483,1163153200,12.58,473.031,2230566.969,1376020.231,17.0,7.0,2,18.38,7.66,2,102.0,204.0,0.0,2.0,2.0,1.0,164,198,80.45,4.38,peachtree
582,4277,961,1163446300,25.434,1414.844,2230859.048,1376894.293,15.0,7.0,2,36.31,-12.27,2,101.0,214.0,0.0,4.0,2.0,1.0,579,601,467.87,12.89,peachtree
1332,8779,927,1163896500,29.772,1111.808,2230809.719,1376585.851,16.5,7.0,2,0.03,0.0,2,101.0,214.0,0.0,3.0,2.0,1.0,1322,1358,25.82,860.6,peachtree
104,864,798,1163105000,12.765,613.761,2230579.651,1376159.795,16.5,7.0,2,27.81,-2.87,2,101.0,214.0,0.0,2.0,2.0,1.0,66,113,402.06,14.46,peachtree
172,1639,817,1118936863800,-28.858,12.634,6451887.527,1872830.684,36.3,8.5,3,35.92,0.0,3,108.0,201.0,0.0,1.0,4.0,1.0,0,249,0.0,0.0,lankershim
1139,8598,797,1118936539700,-34.628,488.95,6452086.017,1873254.688,15.0,7.0,2,0.0,0.0,2,108.0,201.0,0.0,3.0,4.0,1.0,0,1143,0.0,0.0,lankershim
310,3022,1430,1163332500,-23.67,325.016,2230516.954,1375858.565,16.5,7.0,2,0.06,0.0,2,114.0,201.0,0.0,2.0,4.0,1.0,296,336,24.58,409.67,peachtree
1098,7870,571,1118936466900,-24.838,1447.923,6452411.908,1874125.415,16.0,7.0,2,43.34,-10.29,3,108.0,201.0,0.0,4.0,4.0,1.0,1094,1104,56.58,1.31,lankershim
497,3649,654,1118936044800,8.086,355.449,6452055.353,1873121.049,15.5,6.5,2,0.87,-5.99,0,101.0,211.0,2.0,0.0,2.0,2.0,0,0,0.0,0.0,lankershim
812,4563,393,1118937156200,37.285,1258.536,6452466.535,1873935.093,11.0,6.5,2,34.74,0.0,4,111.0,208.0,0.0,4.0,2.0,1.0,807,0,77.18,2.22,lankershim
1155,8185,714,1118936498400,-31.031,1418.441,6452408.382,1874093.064,16.1,7.3,2,52.32,11.91,3,108.0,201.0,0.0,4.0,4.0,1.0,1143,0,268.0,5.12,lankershim
88,891,1144,1163107700,-22.933,382.233,2230523.951,1375932.751,17.5,6.5,2,39.65,-0.03,2,114.0,201.0,0.0,2.0,4.0,1.0,0,0,0.0,0.0,peachtree
1459,8894,1317,1163919700,4.302,1181.139,2230809.834,1376645.738,15.0,7.0,2,0.04,0.0,0,102.0,221.0,3.0,0.0,2.0,2.0,0,0,0.0,0.0,peachtree
608,3722,941,1118937072100,36.421,208.208,6452023.37,1872984.031,12.4,6.7,2,1.63,5.48,3,102.0,207.0,0.0,2.0,2.0,1.0,604,611,25.47,15.63,lankershim
1313,7697,1316,1118937469600,-14.459,565.661,6452140.397,1873321.038,12.8,6.2,2,25.13,-11.21,12,108.0,203.0,0.0,3.0,4.0,1.0,1312,1343,68.89,2.74,lankershim
378,2426,35,1163272900,-17.526,129.592,2230497.734,1375664.432,14.0,8.5,2,11.76,-0.93,2,123.0,201.0,0.0,1.0,4.0,1.0,0,270,0.0,0.0,peachtree
513,3892,985,1118936069100,39.283,359.335,6452083.764,1873107.597,13.9,6.9,2,17.11,11.21,3,102.0,208.0,2.0,0.0,2.0,1.0,526,519,1133.32,66.24,lankershim
1154,7636,1052,1163782200,-23.239,274.48,2230514.59,1375825.405,15.7,6.6,2,0.05,0.0,2,114.0,201.0,0.0,2.0,4.0,1.0,1140,1142,19.43,388.52,peachtree
157,1013,908,1118935781200,-15.539,591.166,6452147.603,1873338.471,16.3,7.4,2,0.0,0.0,12,108.0,203.0,0.0,3.0,4.0,1.0,152,171,22.71,9999.99,lankershim
1179,6730,932,1163703300,-11.569,1614.581,2230822.245,1377075.437,17.0,6.6,2,49.08,12.27,0,115.0,201.0,4.0,0.0,4.0,1.0,0,0,0.0,0.0,peachtree
1235,7903,546,1163808900,24.649,87.658,2230537.775,1375636.458,14.5,7.0,2,0.08,0.0,2,101.0,202.0,0.0,1.0,2.0,1.0,1199,0,31.62,395.2,peachtree
208,1287,768,1118935808600,37.935,1419.717,6452476.456,1874104.2,14.5,6.5,2,18.04,-11.62,3,101.0,208.0,0.0,4.0,2.0,1.0,184,209,64.78,3.59,lankershim
595,3641,867,1163394400,-25.426,466.987,2230527.136,1376000.181,17.9,6.9,2,23.96,0.0,2,122.0,201.0,0.0,2.0,4.0,1.0,415,475,105.79,4.42,peachtree
1093,7876,160,1118936467500,-45.408,1343.352,6452399.176,1874026.486,16.0,7.0,2,41.78,-7.43,4,108.0,210.0,0.0,4.0,4.0,1.0,1083,0,161.3,3.86,lankershim
410,3096,1116,1118935989500,30.298,425.616,6452111.589,1873168.504,15.0,6.7,2,31.19,4.8,3,102.0,208.0,2.0,0.0,2.0,1.0,394,430,66.14,2.12,lankershim
246,2051,1449,1163223700,-3.096,1425.991,2230830.238,1376904.192,16.0,6.8,2,26.11,0.0,1,115.0,202.0,0.0,4.0,4.0,1.0,217,0,634.62,24.31,peachtree
161,759,392,1118935755800,-32.083,1102.539,6452346.683,1873810.173,19.5,7.2,2,51.31,-15.84,2,108.0,201.0,3.0,0.0,4.0,1.0,140,0,386.8,7.54,lankershim
662,5153,682,1118936195200,18.136,1368.114,6452464.315,1874047.793,16.0,7.0,2,30.41,0.0,2,101.0,208.0,0.0,4.0,2.0,1.0,0,754,0.0,0.0,lankershim
87,895,1018,1163119800,-23.351,1244.786,2230805.736,1376709.736,16.6,6.5,2,0.04,0.0,0,114.0,201.0,3.0,0.0,4.0,1.0,0,0,0.0,0.0,peachtree
335,2349,882,1118936934800,11.619,1327.003,6452455.229,1874012.341,13.0,7.0,2,0.0,0.0,1,103.0,208.0,0.0,4.0,2.0,1.0,346,353,23.02,9999.99,lankershim
1205,6689,1144,1118937368800,22.004,142.182,6451984.865,1872928.532,13.5,7.0,2,0.47,0.0,2,101.0,208.0,0.0,2.0,2.0,1.0,1199,1245,22.79,48.49,lankershim
1453,8060,1474,1163836300,-4.062,1437.977,2230829.409,1376898.875,16.0,6.5,2,28.13,-2.12,1,114.0,201.0,0.0,4.0,4.0,1.0,1432,1463,54.53,1.94,peachtree
984,6562,2008,1163686500,20.754,907.705,2230677.157,1376404.628,17.0,7.0,2,37.44,0.0,2,101.0,214.0,0.0,3.0,2.0,1.0,1102,1123,136.1,3.64,peachtree
465,4509,1879,1118936130800,-14.798,509.495,6452112.802,1873264.582,13.0,7.4,2,0.0,0.0,12,108.0,203.0,0.0,3.0,4.0,1.0,456,468,23.98,9999.99,lankershim
373,2613,1437,1163291600,9.156,757.341,2230598.442,1376284.041,20.5,7.0,2,36.21,0.28,0,101.0,214.0,2.0,0.0,2.0,1.0,0,0,0.0,0.0,peachtree
1378,10297,618,1118936709600,40.94,1451.415,6452477.471,1874131.926,17.1,6.6,2,11.92,-11.41,3,101.0,208.0,0.0,4.0,2.0,1.0,0,1395,0.0,0.0,lankershim
1158,7587,1429,1118937458600,33.784,1458.136,6452469.795,1874145.116,13.2,6.8,2,21.48,-8.05,2,102.0,208.0,0.0,4.0,2.0,1.0,1155,1136,57.92,2.7,lankershim
1164,7194,1361,1118937419300,29.664,784.734,6452273.657,1873504.803,13.4,6.5,2,31.02,-8.41,3,102.0,207.0,0.0,3.0,2.0,1.0,1183,1261,45.92,1.48,lankershim
1427,8992,351,1163917800,-5.578,1226.306,2230823.179,1376706.127,14.8,7.0,2,0.36,0.0,11,115.0,206.0,0.0,4.0,4.0,1.0,0,0,0.0,0.0,peachtree
1269,9485,889,1118936628400,62.02,1486.625,6452497.041,1874167.862,21.4,7.5,2,0.0,0.0,4,102.0,208.0,4.0,0.0,2.0,1.0,0,1246,0.0,0.0,lankershim
386,2539,680,1118936953800,52.993,352.083,6452095.175,1873099.999,13.8,6.7,2,0.05,0.0,0,102.0,203.0,2.0,0.0,2.0,3.0,0,0,0.0,0.0,lankershim
749,5289,472,1118936208800,-16.617,127.577,6451940.988,1872923.458,17.0,7.0,2,2.5,-3.08,2,108.0,201.0,0.0,2.0,4.0,1.0,730,757,30.18,12.07,lankershim
1060,6130,370,1163643300,-3.504,1628.779,2230830.095,1377089.696,16.5,6.7,2,0.16,0.0,0,114.0,212.0,4.0,0.0,4.0,2.0,0,0,0.0,0.0,peachtree
560,4487,1110,1118936128600,46.915,1041.576,6452377.212,1873716.929,19.0,7.0,2,0.09,0.0,4,101.0,208.0,3.0,0.0,2.0,1.0,1430,0,415.67,4618.61,lankershim
846,5080,872,1163538300,23.59,112.788,2230537.353,1375644.317,16.5,7.0,2,0.15,-4.13,2,101.0,214.0,0.0,1.0,2.0,1.0,826,860,22.58,150.55,peachtree
1044,5734,278,1118937273300,19.803,1238.731,6452443.854,1873921.556,12.5,6.2,2,49.08,10.03,2,103.0,208.0,0.0,4.0,2.0,1.0,965,931,255.48,5.21,lankershim
1001,7347,741,1118936414600,-16.128,637.491,6452167.191,1873380.455,19.0,8.0,2,1.52,0.0,12,108.0,203.0,0.0,3.0,4.0,1.0,999,0,29.39,19.34,lankershim
1133,6146,865,1118937314500,11.845,98.344,6451958.742,1872891.893,13.7,6.5,2,26.24,-4.46,1,102.0,208.0,0.0,2.0,2.0,1.0,1129,1124,70.47,2.69,lankershim
556,4388,1434,1163469100,15.392,1974.352,2230819.691,1377436.027,17.0,7.0,2,0.0,0.0,1,101.0,214.0,0.0,5.0,2.0,1.0,0,593,0.0,0.0,peachtree
125,1857,1642,1163204300,18.053,1081.681,2230783.454,1376564.996,18.0,7.0,2,25.34,-3.39,1,101.0,214.0,0.0,3.0,2.0,1.0,120,209,201.7,7.96,peachtree
928,5358,911,1118937235700,40.431,291.358,6452060.113,1873056.834,12.6,6.5,2,0.03,0.0,3,102.0,204.0,0.0,2.0,2.0,1.0,929,937,19.95,664.97,lankershim
992,6876,986,1163706200,-4.079,768.075,2230593.023,1376314.383,16.0,7.0,2,0.06,0.0,11,114.0,201.0,0.0,3.0,4.0,1.0,0,0,0.0,0.0,peachtree
1284,7072,576,1118937407100,24.952,1066.593,6452377.863,1873755.637,13.7,6.7,2,17.18,12.93,0,105.0,201.0,3.0,0.0,3.0,2.0,0,0,0.0,0.0,lankershim
268,1766,440,1163206900,-50.01,724.435,2230534.234,1376262.566,16.8,7.0,2,0.0,0.0,0,122.0,203.0,2.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
451,3673,1533,1163385900,14.444,984.5,2230726.865,1376484.748,17.0,7.0,2,35.98,5.04,1,101.0,214.0,0.0,3.0,2.0,1.0,436,570,52.46,1.46,peachtree
1446,9199,1477,1163950200,-23.311,318.733,2230516.808,1375852.557,15.0,6.8,2,3.91,11.21,2,114.0,201.0,0.0,2.0,4.0,1.0,1419,1449,31.98,8.18,peachtree
1202,6455,1019,1118937345400,48.28,424.815,6452130.022,1873164.014,14.0,7.0,2,0.05,-0.46,0,103.0,201.0,2.0,0.0,3.0,2.0,0,0,0.0,0.0,lankershim
1260,6882,717,1118937388100,7.239,38.091,6451930.949,1872837.964,14.0,7.0,2,34.87,2.14,1,101.0,208.0,1.0,0.0,2.0,1.0,1254,0,286.61,8.22,lankershim
1314,7827,1243,1163813000,5.421,1971.297,2230810.24,1377431.617,17.0,6.7,2,0.0,0.0,11,122.0,215.0,0.0,5.0,2.0,1.0,0,1303,0.0,0.0,peachtree
1544,9006,941,1118937600500,-4.253,556.761,6452145.81,1873308.764,15.9,7.2,2,2.45,-1.05,11,108.0,203.0,0.0,3.0,4.0,1.0,1526,1547,23.39,9.55,lankershim
781,5802,926,1118936260100,30.114,319.834,6452059.904,1873080.79,16.0,7.0,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,776,782,22.33,9999.99,lankershim
396,2750,601,1118935954900,29.087,305.756,6452053.021,1873068.466,15.0,7.0,2,0.0,0.0,2,101.0,205.0,0.0,2.0,2.0,1.0,393,400,19.74,9999.99,lankershim
1138,8759,781,1118936555800,-44.607,483.72,6452074.743,1873254.282,14.5,7.0,2,11.85,6.37,3,108.0,201.0,2.0,0.0,4.0,1.0,0,1155,0.0,0.0,lankershim
787,5526,803,1163582900,0.11,730.091,2230584.539,1376258.909,16.5,7.0,2,16.92,-1.66,0,101.0,222.0,2.0,0.0,2.0,2.0,0,0,0.0,0.0,peachtree
1031,6211,1186,1118937321000,-14.345,682.653,6452191.388,1873426.536,12.6,6.4,2,0.0,0.0,12,108.0,203.0,0.0,3.0,4.0,1.0,1029,1034,21.8,9999.99,lankershim
338,2075,31,1163237800,16.581,2010.142,2230815.46,1377471.811,16.0,7.0,2,21.4,-0.17,0,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
267,1938,415,1163224100,4.132,123.095,2230518.795,1375656.202,21.5,7.0,2,0.0,0.0,11,101.0,223.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree
1104,6341,753,1163664400,13.215,421.153,2230561.789,1375951.262,15.5,7.0,2,31.56,0.0,2,101.0,214.0,0.0,2.0,2.0,1.0,980,0,78.51,2.49,peachtree
919,6380,1593,1118937337900,-4.212,480.33,6452112.655,1873239.903,14.2,7.4,2,1.75,-1.79,11,108.0,203.0,0.0,3.0,4.0,1.0,0,1020,0.0,0.0,lankershim
92,1002,1039,1118936800100,-16.172,479.516,6452101.522,1873244.349,18.3,7.4,2,0.07,0.0,12,108.0,203.0,0.0,3.0,4.0,1.0,0,96,0.0,0.0,lankershim
430,2529,378,1118936952800,32.084,1174.14,6452433.414,1873854.686,13.5,7.0,2,39.71,-12.35,3,111.0,208.0,0.0,4.0,2.0,1.0,425,444,98.41,2.48,lankershim
1190,6707,903,1163701000,6.544,1312.094,2230842.92,1376772.887,15.0,7.5,2,25.79,-2.85,1,111.0,215.0,0.0,4.0,2.0,1.0,1077,1090,429.18,16.64,peachtree
1453,8457,1474,1163876000,-16.47,883.259,2230632.662,1376406.464,16.0,6.5,2,14.59,0.0,1,114.0,201.0,0.0,3.0,4.0,1.0,1432,1463,38.86,2.66,peachtree
953,6992,1078,1118936379100,22.252,409.075,6452095.957,1873158.781,16.5,7.0,2,37.86,10.3,2,101.0,208.0,2.0,0.0,2.0,1.0,937,948,131.51,3.47,lankershim
28,158,968,1163046100,-47.634,724.613,2230536.602,1376262.304,13.0,6.6,2,16.84,0.0,0,122.0,202.0,2.0,0.0,1.0,3.0,0,0,0.0,0.0,peachtree
1073,7879,346,1118936467800,-24.335,997.157,6452294.574,1873716.431,17.0,7.0,2,44.16,-10.34,3,108.0,201.0,0.0,3.0,4.0,1.0,1068,1077,55.4,1.25,lankershim
636,3492,825,1118937049100,38.418,36.772,6451958.845,1872823.977,13.8,6.8,2,0.29,0.0,0,102.0,205.0,1.0,0.0,2.0,3.0,0,0,0.0,0.0,lankershim
417,2668,32,1163297100,-27.278,1196.311,2230786.57,1376671.918,15.1,6.5,2,18.27,6.07,0,121.0,206.0,3.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
1173,7671,1228,1163797400,26.394,1670.505,2230858.843,1377132.557,16.5,7.0,2,39.59,0.0,2,101.0,214.0,0.0,5.0,2.0,1.0,1349,1262,172.94,4.37,peachtree
261,2083,1235,1163238600,4.618,649.095,2230574.081,1376178.468,16.0,8.5,2,0.0,0.0,0,123.0,214.0,2.0,0.0,2.0,1.0,0,0,0.0,0.0,peachtree
1282,7981,937,1118937498000,21.96,1542.796,6452457.449,1874227.655,14.1,6.5,2,52.39,10.26,1,102.0,208.0,4.0,0.0,2.0,1.0,0,1289,0.0,0.0,lankershim
1174,8663,683,1118936546200,-36.398,624.081,6452143.111,1873377.184,16.2,7.2,2,10.67,-1.64,2,108.0,201.0,0.0,3.0,4.0,1.0,1165,1181,25.49,2.39,lankershim
1197,8540,293,1118936533900,16.129,642.32,6452198.37,1873370.807,16.5,7.0,2,40.43,2.96,2,111.0,208.0,0.0,3.0,2.0,1.0,1160,1209,629.55,15.57,lankershim
490,3233,615,1118936003200,28.408,1026.671,6452353.49,1873715.54,16.5,7.0,2,1.68,0.0,2,101.0,208.0,0.0,3.0,2.0,1.0,441,473,0.0,0.0,lankershim
218,2113,1698,1163229900,21.038,1079.805,2230784.961,1376561.826,25.5,7.0,2,0.06,0.0,1,101.0,214.0,0.0,3.0,2.0,1.0,215,227,23.8,396.65,peachtree
381,3227,1053,1118936002600,29.556,1203.668,6452439.926,1873877.633,12.2,7.0,2,43.3,11.31,3,102.0,208.0,0.0,4.0,2.0,1.0,375,394,129.86,3.0,lankershim
58,395,383,1118936739400,-35.302,1045.653,6452316.599,1873773.535,22.5,7.4,2,49.25,-7.59,3,108.0,201.0,3.0,0.0,4.0,1.0,40,60,107.15,2.18,lankershim
1079,7338,1703,1118937433700,-14.66,479.317,6452102.797,1873243.513,14.9,7.4,2,0.0,0.0,12,108.0,203.0,0.0,3.0,4.0,1.0,0,1080,0.0,0.0,lankershim
280,1616,1230,1118936861500,-16.259,1179.297,6452390.548,1873877.586,17.2,7.4,2,19.36,-5.43,1,108.0,203.0,0.0,4.0,4.0,1.0,270,287,27.04,1.4,lankershim
788,4665,1164,1118937166400,27.409,228.994,6452022.987,1873006.713,13.9,7.0,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,786,794,24.74,9999.99,lankershim
795,5188,241,1163537400,-10.841,1544.054,2230823.399,1377022.323,15.9,7.0,2,15.22,-2.51,0,111.0,220.0,0.0,4.0,3.0,2.0,0,0,0.0,0.0,peachtree
259,1917,1608,1118936891600,45.845,35.263,6451965.025,1872819.531,14.6,6.5,2,2.71,5.07,2,102.0,206.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,lankershim
990,6855,951,1163704100,19.86,1099.715,2230794.54,1376579.32,16.0,7.0,2,0.31,0.0,1,101.0,214.0,0.0,3.0,2.0,1.0,985,993,40.23,129.77,peachtree
1342,10152,927,1118936695100,-5.323,488.515,6452112.225,1873241.569,16.0,7.0,2,0.0,0.0,11,108.0,203.0,0.0,3.0,4.0,1.0,0,1358,0.0,0.0,lankershim
567,4767,1985,1163507000,-23.211,249.477,2230511.063,1375783.255,15.1,7.1,2,0.05,0.0,2,113.0,201.0,0.0,2.0,4.0,1.0,0,636,0.0,0.0,peachtree
274,1628,1280,1118936862700,18.511,1485.231,6452453.339,1874171.471,10.6,6.7,2,0.0,0.0,1,106.0,201.0,4.0,0.0,2.0,1.0,308,311,23.98,9999.99,lankershim
723,4983,1365,1163528600,13.443,1242.913,2230841.934,1376702.695,17.0,7.4,2,23.7,11.9,2,102.0,214.0,0.0,4.0,2.0,1.0,0,826,0.0,0.0,peachtree
1359,9973,684,1118936677200,-40.138,805.813,6452211.165,1873539.026,17.0,7.4,2,35.35,4.9,3,108.0,201.0,0.0,3.0,4.0,1.0,1354,1360,84.36,2.39,lankershim
1225,7708,824,1163789400,-5.061,1758.87,2230820.671,1377236.414,16.6,6.7,2,36.21,0.0,1,115.0,201.0,0.0,5.0,4.0,1.0,1176,1234,517.52,14.29,peachtree
681,5182,1103,1118936198100,38.591,1303.617,6452479.684,1873979.603,15.7,7.2,2,36.89,0.0,4,102.0,208.0,0.0,4.0,2.0,1.0,659,701,152.88,4.14,lankershim
963,6906,328,1118936370500,-34.896,508.139,6452094.101,1873272.071,17.4,7.4,2,42.22,-2.87,2,108.0,201.0,0.0,3.0,4.0,1.0,958,966,85.18,2.02,lankershim
412,2672,389,1118935947100,23.886,515.514,6452150.264,1873253.233,15.0,6.5,2,27.12,2.69,3,103.0,208.0,0.0,3.0,2.0,1.0,0,336,0.0,0.0,lankershim
319,1994,1101,1118936899300,-15.449,715.541,6452204.663,1873456.613,11.9,7.4,2,3.05,-7.47,12,108.0,203.0,0.0,3.0,4.0,1.0,327,323,21.39,7.01,lankershim
1020,6687,1450,1163699000,-23.802,283.101,2230513.3,1375816.81,16.1,7.0,2,6.1,0.0,2,114.0,201.0,0.0,2.0,4.0,1.0,1103,1110,41.63,6.82,peachtree
484,3069,725,1118935986800,34.29,160.305,6452000.521,1872934.26,30.6,6.4,3,23.82,-0.35,3,102.0,208.0,0.0,2.0,2.0,1.0,473,0,72.11,3.03,lankershim
938,6688,352,1118936348700,-34.888,1067.39,6452325.63,1873785.485,15.5,7.0,2,40.62,-2.81,3,108.0,211.0,3.0,0.0,4.0,1.0,936,944,50.85,1.25,lankershim
377,2765,1104,1118935956400,37.454,241.85,6452034.562,1873008.427,19.1,7.0,2,0.0,0.0,3,102.0,208.0,0.0,2.0,2.0,1.0,375,381,27.83,9999.99,lankershim
1551,9248,957,1118937624700,-24.645,488.762,6452097.905,1873256.357,16.5,6.3,2,0.0,0.0,1,108.0,201.0,0.0,3.0,4.0,1.0,1541,1554,0.0,0.0,lankershim
205,2371,1424,1118936937000,38.434,1476.319,6452473.622,1874163.413,12.8,6.4,2,0.2,0.0,2,102.0,208.0,0.0,4.0,2.0,1.0,0,220,0.0,0.0,lankershim
478,3312,558,1118936011100,40.954,1442.689,6452477.859,1874123.071,15.0,6.8,2,1.07,0.0,3,102.0,208.0,0.0,4.0,2.0,1.0,375,381,17.69,16.53,lankershim
882,6211,747,1118936301000,17.049,517.223,6452144.845,1873257.713,14.5,6.5,2,51.3,0.41,2,102.0,208.0,0.0,3.0,2.0,1.0,887,886,180.39,3.52,lankershim
942,5257,379,1118937225600,27.749,1083.425,6452389.848,1873767.716,13.5,7.0,2,35.18,5.04,3,103.0,208.0,3.0,0.0,2.0,1.0,892,900,29.57,0.84,lankershim
1311,9538,893,1118936633700,27.783,260.104,6452032.539,1873027.646,15.0,7.0,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,1299,1326,29.43,9999.99,lankershim
320,2286,694,1118936928500,-17.839,114.053,6451937.303,1872917.733,16.3,7.2,2,0.04,0.24,2,108.0,201.0,0.0,2.0,4.0,1.0,317,321,26.98,674.63,lankershim
742,5710,1335,1163589600,15.533,1622.926,2230848.98,1377101.408,16.0,7.0,2,43.71,-9.56,0,101.0,215.0,4.0,0.0,2.0,1.0,0,0,0.0,0.0,peachtree
1012,7322,726,1118936412100,-34.141,1155.563,6452362.43,1873856.032,15.6,7.4,2,5.02,-0.28,3,109.0,201.0,0.0,4.0,4.0,1.0,1015,1032,30.0,5.98,lankershim
898,6773,986,1118936357200,40.213,345.191,6452079.769,1873099.485,14.7,6.9,2,0.08,-5.98,3,102.0,207.0,0.0,2.0,2.0,1.0,946,897,0.0,0.0,lankershim
1473,8689,1740,1118937568800,33.097,139.4,6451994.057,1872921.728,15.0,7.0,2,0.0,0.0,3,102.0,208.0,0.0,2.0,2.0,1.0,1471,1475,18.86,9999.99,lankershim
1039,5976,973,1118937297500,20.639,978.859,6452330.37,1873686.865,12.5,6.2,2,46.38,-11.84,1,101.0,208.0,0.0,3.0,2.0,1.0,972,1045,285.02,6.15,lankershim
145,834,978,1118936783300,-6.099,727.253,6452218.187,1873463.133,15.8,7.4,2,28.97,-0.77,11,108.0,203.0,0.0,3.0,4.0,1.0,83,0,245.01,8.46,lankershim
1109,7937,596,1118936473600,33.199,49.933,6451956.677,1872831.869,14.0,7.0,2,8.24,-0.59,0,102.0,208.0,1.0,0.0,2.0,3.0,0,0,0.0,0.0,lankershim
609,3317,1489,1118937031600,16.951,229.151,6452013.38,1873010.849,13.2,6.5,2,0.0,0.0,1,102.0,208.0,0.0,2.0,2.0,1.0,601,624,21.67,9999.99,lankershim
876,6126,830,1118936292500,-22.219,896.18,6452256.726,1873620.311,15.0,7.0,2,48.76,0.42,2,108.0,201.0,0.0,3.0,4.0,1.0,877,0,137.77,2.83,lankershim
